Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
01-07-2019,AXISBANK,EQ,808.55,810.75,819,807.45,808.05,810.45,814.21,5896530,4.80099E+14,116881,2529729,0.429
02-07-2019,AXISBANK,EQ,810.45,811.1,812.55,800.75,802.55,802.6,804.84,7549027,6.07576E+14,102021,4702057,0.6229
03-07-2019,AXISBANK,EQ,802.6,802.65,811.5,801.5,806.25,806.2,806.92,5535230,4.46649E+14,109313,2803106,0.5064
04-07-2019,AXISBANK,EQ,806.2,810,813.2,804.3,807.9,808.85,808.72,5553273,4.49105E+14,87628,2413945,0.4347
05-07-2019,AXISBANK,EQ,808.85,808,812.95,801.3,806.2,806.1,807.56,5871202,4.74134E+14,98410,3091262,0.5265
08-07-2019,AXISBANK,EQ,806.1,802,803.65,778.65,784.45,782.9,786.3,7485169,5.88557E+14,139420,4156714,0.5553
09-07-2019,AXISBANK,EQ,782.9,778.5,788.8,776.4,785.7,786.2,783.38,6448920,5.05193E+14,121086,3310791,0.5134
10-07-2019,AXISBANK,EQ,786.2,786.65,790,764.55,768,769.25,774.27,5814417,4.50191E+14,109665,2323195,0.3996
11-07-2019,AXISBANK,EQ,769.25,773.5,773.5,763,765.45,766.4,767.47,7111401,5.45777E+14,133645,3579212,0.5033
12-07-2019,AXISBANK,EQ,766.4,766.1,768.6,751,754.05,755.8,756.69,8552548,6.4716E+14,166279,3751804,0.4387
15-07-2019,AXISBANK,EQ,755.8,757.25,759.65,744,749.9,749.75,749.42,6350785,4.75938E+14,114360,3078039,0.4847
16-07-2019,AXISBANK,EQ,749.75,750,763.2,747.55,762.1,761.05,756.33,6170479,4.66692E+14,117902,3195836,0.5179
17-07-2019,AXISBANK,EQ,761.05,763.1,765.55,750.05,754,752.6,756.91,5757193,4.35769E+14,99565,2675037,0.4646
18-07-2019,AXISBANK,EQ,752.6,754,755,734.6,743,740.4,742.83,11283488,8.38176E+14,206879,7041030,0.624
19-07-2019,AXISBANK,EQ,740.4,743.55,746.8,723.3,730.1,729.25,733.06,8091007,5.93121E+14,185588,4472668,0.5528
22-07-2019,AXISBANK,EQ,729.25,730,738.5,720,727.1,727.45,728.84,7020071,5.1165E+14,159615,3750001,0.5342
23-07-2019,AXISBANK,EQ,727.45,732.9,739.3,726.1,728,728,732.29,7048354,5.16144E+14,161571,3432162,0.4869
24-07-2019,AXISBANK,EQ,728,728,732.8,709.35,710.15,712.3,716.34,6618279,4.74097E+14,163314,3144683,0.4752
25-07-2019,AXISBANK,EQ,712.3,711.2,726.25,706.35,724.6,723.15,719.09,9972204,7.17088E+14,174889,4421114,0.4433
26-07-2019,AXISBANK,EQ,723.15,723.55,732,719.2,730.55,729.85,727.59,5450010,3.96537E+14,116857,1847138,0.3389
29-07-2019,AXISBANK,EQ,729.85,736.2,740,710,722,720.25,719.34,10314136,7.4194E+14,162574,4488194,0.4351
30-07-2019,AXISBANK,EQ,720.25,725.95,728,701,702.4,707.6,713.26,14100900,1.00575E+15,198050,5756301,0.4082
31-07-2019,AXISBANK,EQ,707.6,694,694.9,657.8,674.8,674.1,678.44,55836793,3.78818E+15,770467,24828852,0.4447
01-08-2019,AXISBANK,EQ,674.1,673.95,680.75,662.65,671.3,669.3,670.87,17001210,1.14057E+15,304235,9199983,0.5411
02-08-2019,AXISBANK,EQ,669.3,667.4,681.65,661.6,672.1,673.85,672.36,14426295,9.6997E+14,204030,6746730,0.4677
05-08-2019,AXISBANK,EQ,673.85,665.5,669.35,650.2,660.35,662.45,660,13042504,8.60805E+14,347923,6842327,0.5246
06-08-2019,AXISBANK,EQ,662.45,658.7,682.85,654,678.4,679,673.72,12419831,8.36744E+14,343217,6315114,0.5085
07-08-2019,AXISBANK,EQ,679,679,679.5,654.25,659.6,659.95,669.08,10486156,7.01607E+14,217396,5200567,0.4959
08-08-2019,AXISBANK,EQ,659.95,660.6,664.3,643.2,661.4,660.1,651.07,17563795,1.14353E+15,275809,9413699,0.536
09-08-2019,AXISBANK,EQ,660.1,664.2,675.95,660,660.1,660.8,666.82,9289628,6.19451E+14,133691,2806605,0.3021
13-08-2019,AXISBANK,EQ,660.8,662.2,668.7,645,646.7,649.45,658.78,7389394,4.868E+14,120937,3111204,0.421
14-08-2019,AXISBANK,EQ,649.45,652.8,669.45,652,660.95,663.2,662.74,7148518,4.7376E+14,123998,2866146,0.4009
16-08-2019,AXISBANK,EQ,663.2,664,678,656.85,675.1,675.65,669.74,7040117,4.71507E+14,123607,2362478,0.3356
19-08-2019,AXISBANK,EQ,675.65,678.8,689,676.35,685.2,685,684.62,9082914,6.21831E+14,125293,4158072,0.4578
20-08-2019,AXISBANK,EQ,685,685.15,685.2,669.5,674,672.35,674.71,7602499,5.12949E+14,100360,3604467,0.4741
21-08-2019,AXISBANK,EQ,672.35,674,674.15,659.65,667.5,664.7,666.1,7892687,5.25734E+14,148678,3977489,0.5039
22-08-2019,AXISBANK,EQ,664.7,665,669.85,657.75,661.15,661.15,664.61,9262172,6.15577E+14,180605,5466477,0.5902
23-08-2019,AXISBANK,EQ,661.15,659.75,671.55,645.25,664.1,663.9,661.78,7775604,5.14578E+14,134432,3111773,0.4002
26-08-2019,AXISBANK,EQ,663.9,677.25,686.65,660.55,683.55,683.7,672.95,8864341,5.96525E+14,136712,3118884,0.3518
27-08-2019,AXISBANK,EQ,683.7,697,697.55,680.5,684.9,682.95,687.61,12015623,8.26208E+14,231276,5808408,0.4834
28-08-2019,AXISBANK,EQ,682.95,685.1,689.35,673.5,677.1,678.2,681.44,5677087,3.86857E+14,91198,2028943,0.3574
29-08-2019,AXISBANK,EQ,678.2,674,676.75,658.9,663.2,661.15,665.45,8753540,5.82501E+14,145333,4492141,0.5132
30-08-2019,AXISBANK,EQ,661.15,664.9,668.6,640.1,665.5,663.9,656.26,17115901,1.12325E+15,216896,8468775,0.4948
03-09-2019,AXISBANK,EQ,663.9,658.8,658.8,641.45,644.2,645.7,649.84,8461431,5.49859E+14,193676,4155708,0.4911
04-09-2019,AXISBANK,EQ,645.7,644.2,653,638.6,646.1,647.3,646.09,10786466,6.96903E+14,162998,4769159,0.4421
05-09-2019,AXISBANK,EQ,647.3,652,659.75,644.05,648.6,649.6,650.36,8108303,5.2733E+14,275426,2965136,0.3657
06-09-2019,AXISBANK,EQ,649.6,653.1,672.75,653.1,670.55,671.1,666.57,11101456,7.39995E+14,238280,4090935,0.3685
09-09-2019,AXISBANK,EQ,671.1,667.65,675.8,662.75,671.2,671.55,670.96,5607331,3.7623E+14,134893,1615793,0.2882
11-09-2019,AXISBANK,EQ,671.55,674.55,683.5,671,677.3,681.7,678.33,5966906,4.04754E+14,166605,2664519,0.4465
12-09-2019,AXISBANK,EQ,681.7,680.1,681.65,660.55,662.65,662.9,669.93,8087081,5.41778E+14,216270,3945294,0.4879
13-09-2019,AXISBANK,EQ,662.9,663.55,675.4,657.05,673.8,674.25,665.93,12105997,8.06169E+14,148262,5614469,0.4638
16-09-2019,AXISBANK,EQ,674.25,666.6,674.4,664.95,671.2,670.9,670.06,7659588,5.13238E+14,125793,3243047,0.4234
17-09-2019,AXISBANK,EQ,670.9,667,668.3,638.05,639.5,640.45,649.84,17297040,1.12402E+15,394528,6762193,0.3909
18-09-2019,AXISBANK,EQ,640.45,645.5,654.5,641.55,647.5,648.4,646.98,9702162,6.27708E+14,234595,2868624,0.2957
19-09-2019,AXISBANK,EQ,648.4,648.2,650,632.6,637.35,638.2,641.93,9554331,6.13321E+14,141865,3478590,0.3641
20-09-2019,AXISBANK,EQ,638.2,641.05,689.45,622.65,677,680.35,664.15,38862975,2.5811E+15,492148,19874528,0.5114
23-09-2019,AXISBANK,EQ,680.35,703.9,732,695.85,730,725.5,712.96,31417887,2.23997E+15,320648,16831313,0.5357
24-09-2019,AXISBANK,EQ,725.5,728.25,733.25,702.25,703.15,704.4,716.03,15683656,1.123E+15,243208,5387385,0.3435
25-09-2019,AXISBANK,EQ,704.4,702,703.45,683.65,686.55,694.95,696.26,17058681,1.18773E+15,248707,6515579,0.382
26-09-2019,AXISBANK,EQ,694.95,686.6,719.65,686.55,699.5,699.9,702.99,15007372,1.055E+15,243534,4349082,0.2898
27-09-2019,AXISBANK,EQ,699.9,700.2,707.95,692.5,702.5,700.6,701.89,10245068,7.19093E+14,184729,2683663,0.2619
30-09-2019,AXISBANK,EQ,700.6,704.05,712.4,682.1,684.8,685,690.07,20073726,1.38524E+15,228625,12386795,0.6171
01-10-2019,AXISBANK,EQ,685,687.1,701.25,656.25,676.75,679.15,679.81,49442205,3.36114E+15,401465,27080443,0.5477
03-10-2019,AXISBANK,EQ,679.15,675,675.9,646.7,667.15,668.4,664.55,17615854,1.17067E+15,261635,7910729,0.4491
04-10-2019,AXISBANK,EQ,668.4,669.9,677.4,651.4,655.05,656.4,663.42,15317105,1.01617E+15,206078,6019862,0.393
07-10-2019,AXISBANK,EQ,656.4,660.95,681.9,651.7,668.7,673.45,669.13,21554138,1.44225E+15,169198,11190248,0.5192
09-10-2019,AXISBANK,EQ,673.45,671.9,689.5,664.3,686.95,686.3,677.95,11537721,7.82197E+14,153497,4453034,0.386
10-10-2019,AXISBANK,EQ,686.3,680,684.3,665.35,674.9,672.95,672.31,8679981,5.83564E+14,129012,3400225,0.3917
11-10-2019,AXISBANK,EQ,672.95,676.55,686,668.3,672.1,672.7,675.5,11042828,7.45943E+14,140619,3468697,0.3141
14-10-2019,AXISBANK,EQ,672.7,677.8,693.95,673.35,684,683.5,684.61,11099352,7.59876E+14,126825,4360303,0.3928
15-10-2019,AXISBANK,EQ,683.5,682.6,694.85,681.3,689.9,690.05,688.51,9260732,6.37606E+14,100513,3784795,0.4087
16-10-2019,AXISBANK,EQ,690.05,693.4,695.4,683.55,692.65,693.4,690.06,10404705,7.17988E+14,157036,3961277,0.3807
17-10-2019,AXISBANK,EQ,693.4,690.5,712.4,690.5,710.35,710.3,703.33,10617761,7.46782E+14,169129,3073773,0.2895
18-10-2019,AXISBANK,EQ,710.3,709.85,715.7,705.25,710.35,709.55,710.02,9500635,6.74563E+14,104518,2654760,0.2794
22-10-2019,AXISBANK,EQ,709.55,712.4,723,703.3,713.25,712.75,715.7,9704016,6.94519E+14,173046,3447622,0.3553
23-10-2019,AXISBANK,EQ,712.75,718,730,710.05,716.4,714.85,719.35,16158781,1.16239E+15,265520,4843437,0.2997
24-10-2019,AXISBANK,EQ,714.85,719.95,723,701.55,708,707.7,710.99,8986203,6.38911E+14,151738,3097932,0.3447
25-10-2019,AXISBANK,EQ,707.7,708,711,695,709.85,708.6,702.61,8226456,5.78001E+14,119946,2701413,0.3284
27-10-2019,AXISBANK,EQ,708.6,711,715.05,708.55,709.05,710.1,711.31,965772,6.86961E+13,15526,231217,0.2394
29-10-2019,AXISBANK,EQ,710.1,706.5,742.9,704.25,740,738.45,726.54,10422117,7.5721E+14,169766,4136900,0.3969
30-10-2019,AXISBANK,EQ,738.45,745,749.9,735.5,748.8,747.4,744.8,10188947,7.58872E+14,119891,3764919,0.3695
31-10-2019,AXISBANK,EQ,747.4,748,750,732.05,732.1,736.35,740.64,8775411,6.49944E+14,119420,4041522,0.4606
01-11-2019,AXISBANK,EQ,736.35,736,750,728.1,749.4,748.3,743.09,8484197,6.30454E+14,89752,3024892,0.3565
04-11-2019,AXISBANK,EQ,748.3,754.95,754.95,735.55,741.8,742.6,743.61,7851370,5.83833E+14,114187,3467964,0.4417
05-11-2019,AXISBANK,EQ,742.6,741.8,745.6,730.6,735.8,738.05,737.91,7306253,5.39134E+14,168813,3343045,0.4576
06-11-2019,AXISBANK,EQ,738.05,736.95,750.9,728.75,745.55,747.25,741.45,7821243,5.79904E+14,119024,2697901,0.3449
07-11-2019,AXISBANK,EQ,747.25,750,756,732.5,737,734.75,741.93,9871570,7.32404E+14,148004,3873191,0.3924
08-11-2019,AXISBANK,EQ,734.75,735.9,735.9,722.8,725.4,725.5,730.37,7427196,5.4246E+14,114812,1989495,0.2679
11-11-2019,AXISBANK,EQ,725.5,723.4,735.5,721.2,733.7,733.7,729.17,6355142,4.63397E+14,122111,2123672,0.3342
13-11-2019,AXISBANK,EQ,733.7,733.7,737.4,707.85,710.2,711.2,723.05,9290616,6.71754E+14,259623,4014256,0.4321
14-11-2019,AXISBANK,EQ,711.2,711,721.8,707.25,716.25,715.9,714.77,8000528,5.71851E+14,127491,2195183,0.2744
15-11-2019,AXISBANK,EQ,715.9,716.75,723.5,710.6,716.2,716.9,716.16,9315652,6.67153E+14,116585,4218488,0.4528
18-11-2019,AXISBANK,EQ,716.9,717.8,725.5,712.2,724.1,722.95,718.56,7907958,5.68233E+14,146520,3532088,0.4466
19-11-2019,AXISBANK,EQ,722.95,725,750.2,725,749.8,747.8,739.93,14424251,1.0673E+15,204504,5983016,0.4148
20-11-2019,AXISBANK,EQ,747.8,748,753.85,741.25,748.4,748.75,748.47,8798051,6.58509E+14,150418,3409332,0.3875
21-11-2019,AXISBANK,EQ,748.75,749,749,734.3,735.35,737.4,739.42,5529542,4.08868E+14,131600,2171241,0.3927
22-11-2019,AXISBANK,EQ,737.4,737.4,740,727.5,730.6,732.1,732.79,4889776,3.58318E+14,135894,1833749,0.375
25-11-2019,AXISBANK,EQ,732.1,731.95,756.8,730,755,754.75,744.91,6888402,5.13127E+14,131775,2104369,0.3055
26-11-2019,AXISBANK,EQ,754.75,756.8,762,744,755,752.25,753.54,14624880,1.10204E+15,163793,7310761,0.4999
27-11-2019,AXISBANK,EQ,752.25,755,763.75,748.4,749.1,752.9,756.69,8436862,6.38406E+14,154845,3462719,0.4104
28-11-2019,AXISBANK,EQ,752.9,752.3,755.65,745.75,750.5,750.6,750.27,9235443,6.92904E+14,138405,3701638,0.4008
29-11-2019,AXISBANK,EQ,750.6,749.9,756.35,736.5,738.6,739.05,744.89,12674173,9.44083E+14,133009,6312306,0.498
02-12-2019,AXISBANK,EQ,739.05,739.25,746,737.35,744.55,744.3,741.28,8285491,6.14189E+14,141622,4585201,0.5534
03-12-2019,AXISBANK,EQ,744.3,744.95,744.95,730.65,732.85,733.4,735.1,5408215,3.97558E+14,100475,1950374,0.3606
04-12-2019,AXISBANK,EQ,733.4,732.85,747,729.3,739.8,739.85,737.86,8016237,5.91484E+14,133962,2427737,0.3029
05-12-2019,AXISBANK,EQ,739.85,743,745,725.3,728,729.25,735.24,8151690,5.99345E+14,102271,3201096,0.3927
06-12-2019,AXISBANK,EQ,729.25,732.8,735.25,715,718,717.6,723.94,7458610,5.3996E+14,88795,2315316,0.3104
09-12-2019,AXISBANK,EQ,717.6,713.45,733.9,710,732.35,732,723.54,8977174,6.49533E+14,128084,2993470,0.3335
10-12-2019,AXISBANK,EQ,732,731,734.8,714,714.2,715.7,720.61,7625748,5.49518E+14,116431,3780127,0.4957
11-12-2019,AXISBANK,EQ,715.7,711.5,722.4,709.05,715.8,716.55,715.05,8266375,5.91086E+14,174218,3205726,0.3878
12-12-2019,AXISBANK,EQ,716.55,719,725.3,715.15,720.75,722.1,720.62,5519774,3.97766E+14,109971,1850906,0.3353
13-12-2019,AXISBANK,EQ,722.1,725.6,754.85,725,752.25,752,744.92,14834140,1.10502E+15,231803,5208476,0.3511
16-12-2019,AXISBANK,EQ,752,752.25,754.7,746.2,746.8,747.25,748.96,7286003,5.45695E+14,153642,3019378,0.4144
17-12-2019,AXISBANK,EQ,747.25,747.6,756.5,741.35,745.25,745.65,749.78,9788065,7.33891E+14,152088,3796282,0.3878
18-12-2019,AXISBANK,EQ,745.65,745.8,748.55,737.6,742.6,741.85,741.46,6678420,4.95175E+14,106742,3014416,0.4514
19-12-2019,AXISBANK,EQ,741.85,743.1,750,740.65,744.2,742.55,745.01,8400708,6.25862E+14,118348,4705698,0.5602
20-12-2019,AXISBANK,EQ,742.55,744.7,747,737.3,739,739.85,741.11,7019925,5.20251E+14,85490,3692747,0.526
23-12-2019,AXISBANK,EQ,739.85,736.9,748.6,735,744.8,743.15,743.74,10250382,7.62359E+14,109855,5811488,0.567
24-12-2019,AXISBANK,EQ,743.15,744.5,744.7,737.8,740,740.65,740.66,3642916,2.69816E+14,64957,1184689,0.3252
26-12-2019,AXISBANK,EQ,740.65,737.5,740.65,733.9,739.9,736.5,736.96,7919368,5.83625E+14,71584,4069845,0.5139
27-12-2019,AXISBANK,EQ,736.5,739,762,736.3,760.9,760.15,753.47,10736285,8.08943E+14,156492,3325687,0.3098
30-12-2019,AXISBANK,EQ,760.15,760.9,765.75,751.05,756,754.1,757.22,10034206,7.59813E+14,141431,3654772,0.3642
31-12-2019,AXISBANK,EQ,754.1,753.85,765.85,751.4,752.5,754.1,758.32,11660781,8.84255E+14,131248,4311438,0.3697
01-01-2020,AXISBANK,EQ,754.1,754.9,759.95,747.2,748.75,748.7,751.81,4917748,3.69722E+14,80824,988375,0.201
02-01-2020,AXISBANK,EQ,748.7,750,759,747.6,756,756.95,753.82,5156046,3.88674E+14,88337,1572942,0.3051
03-01-2020,AXISBANK,EQ,756.95,753.15,756.25,740.5,742.4,742.95,746.33,8489729,6.33617E+14,139161,3834757,0.4517
06-01-2020,AXISBANK,EQ,742.95,739.45,739.6,721.7,722,723.25,728.66,6356198,4.6315E+14,117943,2157855,0.3395
07-01-2020,AXISBANK,EQ,723.25,728,738,721.05,726.95,725.75,728.4,9103360,6.63091E+14,123724,2595354,0.2851
08-01-2020,AXISBANK,EQ,725.75,715.25,725.75,709.1,723.5,724.5,719.43,8973215,6.45564E+14,139364,2228579,0.2484
09-01-2020,AXISBANK,EQ,724.5,733.55,745,731,740.8,742.85,740.73,7559853,5.59983E+14,92453,3069651,0.406
10-01-2020,AXISBANK,EQ,742.85,743,751.8,734.8,739.5,740.05,742.36,8550490,6.34755E+14,108489,3281100,0.3837
13-01-2020,AXISBANK,EQ,740.05,740,746.75,735.35,737.8,737.4,740.28,6423758,4.75535E+14,91988,2693541,0.4193
14-01-2020,AXISBANK,EQ,737.4,740,751.4,734.2,746.05,747.9,742.83,7237665,5.37638E+14,140321,3010798,0.416
15-01-2020,AXISBANK,EQ,747.9,747.05,749,738,745.25,746.3,742.81,7911661,5.87686E+14,121234,3813166,0.482
16-01-2020,AXISBANK,EQ,746.3,746.5,750.4,735.1,737.4,737.3,741.2,6487613,4.80864E+14,83509,2181756,0.3363
17-01-2020,AXISBANK,EQ,737.3,734.85,742.45,730.85,737.7,739.9,738.36,7678864,5.66973E+14,117330,3270942,0.426
20-01-2020,AXISBANK,EQ,739.9,742.95,746.2,725,727.1,727.2,732.55,10677371,7.8217E+14,115171,5483317,0.5135
21-01-2020,AXISBANK,EQ,727.2,726.35,729.6,716.05,717.45,717.6,722.46,8242803,5.95509E+14,104303,2591331,0.3144
22-01-2020,AXISBANK,EQ,717.6,717,722.75,706.6,709.3,712.6,712.36,13321307,9.48954E+14,164845,5397469,0.4052
23-01-2020,AXISBANK,EQ,712.6,725.05,737.55,719.4,723.9,723,727.22,20643257,1.50121E+15,254963,6571333,0.3183
24-01-2020,AXISBANK,EQ,723,723.4,741.7,720.4,739,737.4,732.15,9541490,6.98582E+14,116304,2443824,0.2561
27-01-2020,AXISBANK,EQ,737.4,732.45,748.45,731,738.7,740.25,741.74,9170435,6.80208E+14,131972,3482697,0.3798
28-01-2020,AXISBANK,EQ,740.25,738.4,746.5,735,735.4,737.15,741.62,7836737,5.81185E+14,107517,3282526,0.4189
29-01-2020,AXISBANK,EQ,737.15,740,745.5,733.55,735.5,735.25,739.59,7985274,5.90585E+14,120322,3587763,0.4493
30-01-2020,AXISBANK,EQ,735.25,735.75,736.4,727.3,730.9,730.9,731.04,6041343,4.41644E+14,97869,2511072,0.4156
31-01-2020,AXISBANK,EQ,730.9,734.7,737.25,725.2,731,729.3,730.38,8345819,6.09563E+14,92273,3294169,0.3947
01-02-2020,AXISBANK,EQ,729.3,728.55,734.35,702,707,705.45,716.97,7341770,5.26383E+14,94750,2422082,0.3299
03-02-2020,AXISBANK,EQ,705.45,704.7,712.8,695.55,707.95,708.95,704.27,11594991,8.166E+14,420772,4334502,0.3738
04-02-2020,AXISBANK,EQ,708.95,712.45,720.6,710,715.2,715,715.5,9653925,6.90741E+14,122548,4303984,0.4458
05-02-2020,AXISBANK,EQ,715,719.45,725.65,715.2,724.7,724.05,720.37,7975101,5.74499E+14,116758,3578476,0.4487
06-02-2020,AXISBANK,EQ,724.05,727.45,745,723,736.7,736.95,736.25,9627252,7.08808E+14,166598,4155779,0.4317
07-02-2020,AXISBANK,EQ,736.95,736.7,749.2,734,746.3,748.15,742.76,8438354,6.2677E+14,93643,3440633,0.4077
10-02-2020,AXISBANK,EQ,748.15,746.3,746.8,739,739.2,741.1,742.03,4713339,3.49746E+14,66263,1934006,0.4103
11-02-2020,AXISBANK,EQ,741.1,743,757.1,742,749.65,749.95,750.81,7845657,5.8906E+14,108614,3218862,0.4103
12-02-2020,AXISBANK,EQ,749.95,752,760.7,751,753.8,755.25,756.6,6190440,4.68371E+14,102021,2332473,0.3768
13-02-2020,AXISBANK,EQ,755.25,751.1,753.45,742.3,746.45,747.8,746.12,5031706,3.75425E+14,104948,2322173,0.4615
14-02-2020,AXISBANK,EQ,747.8,748.1,752.55,732.1,736.5,736.5,739.84,6155000,4.55374E+14,84125,1868806,0.3036
17-02-2020,AXISBANK,EQ,736.5,737.4,743.1,730.2,738.5,738.4,736.29,4275465,3.14798E+14,68454,967309,0.2262
18-02-2020,AXISBANK,EQ,738.4,737.75,737.75,724.7,735.5,733.65,730.59,5215502,3.81039E+14,83149,2306813,0.4423
19-02-2020,AXISBANK,EQ,733.65,740.65,745.1,735.35,741.5,741.05,740.45,4372673,3.23774E+14,85398,1131482,0.2588
20-02-2020,AXISBANK,EQ,741.05,742.75,754,737.6,745.5,744.3,747.21,7529403,5.62606E+14,126586,2931576,0.3894
24-02-2020,AXISBANK,EQ,744.3,737.95,738.4,723,725.5,725.45,731.78,6589087,4.82179E+14,114364,2770940,0.4205
25-02-2020,AXISBANK,EQ,725.45,729.4,732,722.05,730,728.75,728.05,5419596,3.94576E+14,86168,2005169,0.37
26-02-2020,AXISBANK,EQ,728.75,725.3,735.75,722,728.3,729.4,729.54,7136975,5.20667E+14,115827,3438359,0.4818
27-02-2020,AXISBANK,EQ,729.4,728.7,739.45,716.55,737.3,735.85,728.51,8867328,6.45991E+14,157080,3686993,0.4158
28-02-2020,AXISBANK,EQ,735.85,718.9,724.7,691,701,697.3,705.99,16428944,1.15987E+15,184431,9049624,0.5508
02-03-2020,AXISBANK,EQ,697.3,709.3,713.25,675.3,687,684.2,695.97,13854352,9.64219E+14,177926,6104436,0.4406
03-03-2020,AXISBANK,EQ,684.2,689.9,695.8,675,689.8,687.15,685.67,11198145,7.67819E+14,161760,4363744,0.3897
04-03-2020,AXISBANK,EQ,687.15,690,696,668.3,681,682.2,682.4,14802724,1.01014E+15,229199,7623532,0.515
05-03-2020,AXISBANK,EQ,682.2,686.5,694,675.25,677.75,677.9,685.27,10508008,7.20086E+14,145360,4127237,0.3928
06-03-2020,AXISBANK,EQ,677.9,650,660.8,641.05,658.2,657.65,653.41,12969235,8.47422E+14,220341,6403595,0.4938
09-03-2020,AXISBANK,EQ,657.65,639,641.85,615.1,623.6,623.55,629.4,14336439,9.02337E+14,182268,6673995,0.4655
11-03-2020,AXISBANK,EQ,623.55,613.65,634.4,612.1,620,619.35,623.09,11021533,6.86737E+14,171462,4256182,0.3862
12-03-2020,AXISBANK,EQ,619.35,592,594,528.15,545.1,543.25,556.85,29369628,1.63544E+15,265199,14481753,0.4931
13-03-2020,AXISBANK,EQ,543.25,516.95,585.65,451.1,578.5,568.8,541.99,25599380,1.38746E+15,305539,11230476,0.4387
16-03-2020,AXISBANK,EQ,568.8,542.35,545,502.35,510.9,508.6,521.82,21543626,1.12419E+15,329445,10844487,0.5034
17-03-2020,AXISBANK,EQ,508.6,515.15,531.3,477.45,485.65,488.35,511.9,20594426,1.05422E+15,251239,9152157,0.4444
18-03-2020,AXISBANK,EQ,488.35,490,506.05,392.1,484.15,473.45,456.43,36268578,1.6554E+15,495613,15736353,0.4339
19-03-2020,AXISBANK,EQ,473.45,441.05,464.95,423.75,428,428.25,440.66,33244422,1.46495E+15,397399,14231631,0.4281
20-03-2020,AXISBANK,EQ,428.25,431.4,449.7,414.2,425,428.15,429.91,30764380,1.3226E+15,389335,11910635,0.3872
23-03-2020,AXISBANK,EQ,428.15,385.35,392,302,310,308.65,333.19,37622791,1.25356E+15,563041,20757987,0.5517
24-03-2020,AXISBANK,EQ,308.65,331.95,337.5,291,304.8,303.15,311.41,50683611,1.57831E+15,767331,20837547,0.4111
25-03-2020,AXISBANK,EQ,303.15,293.5,363.75,286,331.5,326.8,319.6,51994332,1.66173E+15,741163,18038152,0.3469
26-03-2020,AXISBANK,EQ,326.8,335.95,399,332,346,341.4,362.99,62971676,2.28579E+15,746077,20086272,0.319
27-03-2020,AXISBANK,EQ,341.4,370,409.45,354.05,362.5,359.75,378.88,71043359,2.69172E+15,990737,15795158,0.2223
30-03-2020,AXISBANK,EQ,359.75,345,382,340.35,368.2,368.15,364.35,61772934,2.2507E+15,661071,14361627,0.2325
31-03-2020,AXISBANK,EQ,368.15,384.4,389.8,372.65,378.5,379,379.67,34637418,1.31507E+15,380850,8553393,0.2469
01-04-2020,AXISBANK,EQ,379,376.25,379.8,354,355.5,358.65,366.41,27745001,1.0166E+15,334884,9205797,0.3318
03-04-2020,AXISBANK,EQ,358.65,360.2,362.3,324,326.9,325.45,343.1,41317685,1.41762E+15,407312,16705260,0.4043
07-04-2020,AXISBANK,EQ,325.45,347.4,405.75,342.35,391,388.85,367.02,48093870,1.76515E+15,522716,12537511,0.2607
08-04-2020,AXISBANK,EQ,388.85,383.75,427.7,373.5,391.4,391.35,396.73,64930772,2.57597E+15,769506,9725075,0.1498
09-04-2020,AXISBANK,EQ,391.35,405,423,398.65,420,420.15,409.23,44090829,1.80431E+15,470749,10311540,0.2339
13-04-2020,AXISBANK,EQ,420.15,417.95,427.9,402,420,418.95,414.15,33432493,1.38461E+15,423296,7214990,0.2158
15-04-2020,AXISBANK,EQ,418.95,434,451.65,412.45,418,417.3,434.36,48315084,2.09862E+15,482534,16290787,0.3372
16-04-2020,AXISBANK,EQ,417.3,408.6,427,400.7,426,422.55,415.38,42344581,1.7589E+15,490756,6828514,0.1613
17-04-2020,AXISBANK,EQ,422.55,450,485.9,432.4,481.4,478.8,447.62,47831855,2.14106E+15,501888,10786449,0.2255
20-04-2020,AXISBANK,EQ,478.8,482,483.45,451.25,453,455.95,465.65,42163860,1.96336E+15,508117,11984687,0.2842
21-04-2020,AXISBANK,EQ,455.95,436,439.95,412.95,419.65,420.65,421.92,33572228,1.41649E+15,389708,9298147,0.277
22-04-2020,AXISBANK,EQ,420.65,418.55,434.55,412,433.5,431.15,424.5,36619626,1.55449E+15,407478,5004295,0.1367
23-04-2020,AXISBANK,EQ,431.15,434.6,439.85,426.05,428.9,430.05,433,29418033,1.2738E+15,338254,4169498,0.1417
24-04-2020,AXISBANK,EQ,430.05,416,419.65,401.25,406,403.95,410.4,35773432,1.46815E+15,351689,11193529,0.3129
27-04-2020,AXISBANK,EQ,403.95,415,429.5,409.1,426.1,427.3,422.19,35987021,1.51933E+15,381495,9730896,0.2704
28-04-2020,AXISBANK,EQ,427.3,438,458.4,435.25,457.5,455.45,446.31,43938651,1.96101E+15,471905,5933011,0.135
29-04-2020,AXISBANK,EQ,455.45,430.75,448.85,425.95,438.85,439.1,438.97,61500039,2.69966E+15,676631,7712019,0.1254
30-04-2020,AXISBANK,EQ,439.1,451,461.9,440.4,444.05,444.9,452.72,40383418,1.82825E+15,419141,12240264,0.3031
