Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
04-05-2020,AXISBANK,EQ,444.9,424,424,399.7,407,402.8,409.68,37854079,1.55081E+15,484430,13866709,0.3663
05-05-2020,AXISBANK,EQ,402.8,414,418.75,386.5,389.5,389,400.46,50982763,2.04164E+15,558582,11211336,0.2199
06-05-2020,AXISBANK,EQ,389,385,394.45,368.05,393.5,388.85,382.18,67511657,2.58016E+15,701599,12682613,0.1879
07-05-2020,AXISBANK,EQ,388.85,387,402.25,382.7,398.5,397.35,394.83,41339427,1.63219E+15,482183,7486576,0.1811
08-05-2020,AXISBANK,EQ,397.35,403.5,409.45,379.65,383,382.05,395.91,33506610,1.32655E+15,353592,4546327,0.1357
11-05-2020,AXISBANK,EQ,382.05,391,393.5,376.85,380.5,379.55,384.22,30143521,1.15817E+15,335987,6524087,0.2164
12-05-2020,AXISBANK,EQ,379.55,376.3,391.8,370,386.2,386.85,378.16,38411667,1.45257E+15,379557,8791373,0.2289
13-05-2020,AXISBANK,EQ,386.85,411,416.45,399.6,413.95,414,408.97,48206377,1.97149E+15,493525,13794185,0.2861
14-05-2020,AXISBANK,EQ,414,405.05,411,397.65,402.75,401.95,404.7,31604457,1.27903E+15,301403,10213427,0.3232
15-05-2020,AXISBANK,EQ,401.95,402.75,403.9,386.8,388.8,388.55,391.48,25435045,9.9573E+14,274054,5534206,0.2176
18-05-2020,AXISBANK,EQ,388.55,389,389,352.3,361.2,358.8,364.05,47864793,1.7425E+15,460935,15105883,0.3156
19-05-2020,AXISBANK,EQ,358.8,368.8,372.5,350.1,355.5,354.5,361.09,42889862,1.54871E+15,423289,10124240,0.2361
20-05-2020,AXISBANK,EQ,354.5,353,366.3,350,364.95,362.5,357.71,30722038,1.09897E+15,325563,7237593,0.2356
21-05-2020,AXISBANK,EQ,362.5,363,369,355.7,357,357.2,362.97,24794934,8.99975E+14,250995,5003550,0.2018
22-05-2020,AXISBANK,EQ,357.2,352.1,359.75,332.85,338.6,336.95,342.8,48368474,1.65809E+15,475509,15450047,0.3194
26-05-2020,AXISBANK,EQ,336.95,342,347.7,336.35,341.5,341.3,342.07,30693404,1.04994E+15,305066,8858349,0.2886
27-05-2020,AXISBANK,EQ,341.3,346.1,392.45,341.5,389.9,387,368.94,72445794,2.67281E+15,587020,15280477,0.2109
28-05-2020,AXISBANK,EQ,387,390,407.65,387,390.9,390.95,397.78,72694994,2.89163E+15,644499,16780800,0.2308
29-05-2020,AXISBANK,EQ,390.95,382,389.25,375.35,381.9,384.95,382.92,51056884,1.95505E+15,470861,14058182,0.2753
01-06-2020,AXISBANK,EQ,384.95,394.3,409.5,392.55,396.2,396.95,401.8,44253432,1.77808E+15,379354,10283536,0.2324
02-06-2020,AXISBANK,EQ,396.95,398,415,391.55,414.7,410.1,402.42,37509637,1.50948E+15,351376,8375868,0.2233
03-06-2020,AXISBANK,EQ,410.1,422,432,405.25,407.6,409.55,423.47,49057169,2.07742E+15,435889,12579209,0.2564
04-06-2020,AXISBANK,EQ,409.55,407.6,413.9,391.55,395.6,394.35,400.69,45553928,1.8253E+15,418486,9769537,0.2145
05-06-2020,AXISBANK,EQ,394.35,399,409.9,390.5,408.3,405.3,399.06,39004703,1.55651E+15,347847,7404350,0.1898
08-06-2020,AXISBANK,EQ,405.3,415,444.75,414,431.7,430.25,430.98,60387850,2.60259E+15,574895,12887892,0.2134
09-06-2020,AXISBANK,EQ,430.25,434.95,442.5,416.5,417.7,420.05,431.03,46274196,1.99457E+15,377255,9356521,0.2022
10-06-2020,AXISBANK,EQ,420.05,422.2,432.7,415.3,431.95,427.45,421.1,36163767,1.52285E+15,306681,4597014,0.1271
11-06-2020,AXISBANK,EQ,427.45,426.5,435.55,408.7,414.45,413.45,422.03,45563053,1.9229E+15,394557,10607767,0.2328
12-06-2020,AXISBANK,EQ,413.45,390,412.5,389.15,406.6,408,401.3,47814513,1.9188E+15,425792,9129779,0.1909
15-06-2020,AXISBANK,EQ,408,405.95,405.95,383.65,389.7,389.6,391.5,39578304,1.54948E+15,383057,8892968,0.2247
16-06-2020,AXISBANK,EQ,389.6,404.9,405,360.4,380.2,381.55,379.88,96190274,3.65407E+15,781976,27287497,0.2837
17-06-2020,AXISBANK,EQ,381.55,377.45,397.75,375.3,388.6,389.6,389.74,56950626,2.21957E+15,458252,8153199,0.1432
18-06-2020,AXISBANK,EQ,389.6,386,408.05,384,404.75,405.4,396.48,43774453,1.73558E+15,352937,8577021,0.1959
19-06-2020,AXISBANK,EQ,405.4,407.5,422.3,407.5,417.15,417.05,416.47,52085893,2.16924E+15,428871,11009248,0.2114
22-06-2020,AXISBANK,EQ,417.05,420,435.9,418.1,430.25,430.15,428.96,40454158,1.73532E+15,374532,9811469,0.2425
23-06-2020,AXISBANK,EQ,430.15,430.5,445,430.4,444.4,443.65,437.78,30757921,1.34653E+15,304611,3902114,0.3134
24-06-2020,AXISBANK,EQ,443.65,448,448.5,422.2,425.4,424.65,435.17,33577340,1.46117E+15,304342,5848920,0.1742
25-06-2020,AXISBANK,EQ,424.65,419,428.7,410.35,418.9,421.7,420.13,49854504,2.09454E+15,356209,11216077,0.225
26-06-2020,AXISBANK,EQ,421.7,426,428.75,418,426,424.85,422.8,32611425,1.37881E+15,233244,6855248,0.2102
29-06-2020,AXISBANK,EQ,424.85,415,415.8,402.35,404.9,404.8,406.79,36320111,1.47745E+15,333423,10059151,0.277
30-06-2020,AXISBANK,EQ,404.8,410,414.8,404.05,407.3,406.65,409.15,26951992,1.10274E+15,233118,4422649,0.1641
01-07-2020,AXISBANK,EQ,406.65,410,437.35,406.65,432.45,433.25,423.3,53380997,2.2596E+15,424141,11277321,0.2113
02-07-2020,AXISBANK,EQ,433.25,441,441.5,421.3,424.8,423.2,427.8,50362840,2.1545E+15,402398,8019429,0.1592
03-07-2020,AXISBANK,EQ,423.2,430,431.6,423.65,429,428.45,427.75,31044470,1.32793E+15,252003,5973108,0.1924
06-07-2020,AXISBANK,EQ,428.45,434.15,437.6,431.1,433.75,434,434.51,18425359,8.00603E+14,181904,3120874,0.1694
07-07-2020,AXISBANK,EQ,434,433.5,449,426.2,445.95,447.35,438.58,37991906,1.66627E+15,329598,6686878,0.176
08-07-2020,AXISBANK,EQ,447.35,450,461.4,441,444,444.15,450.01,45878605,2.06457E+15,393904,6452488,0.1406
09-07-2020,AXISBANK,EQ,444.15,447.85,457,446.05,453.8,453.75,452.36,29162682,1.3192E+15,248173,6984633,0.2395
10-07-2020,AXISBANK,EQ,453.75,449.9,451.45,437,439.4,439.6,443.12,25676461,1.13778E+15,322643,5559514,0.2165
13-07-2020,AXISBANK,EQ,439.6,443.95,446.4,432.75,441,440.05,439.02,21326996,9.36307E+14,240240,3355967,0.1574
14-07-2020,AXISBANK,EQ,440.05,434.9,435.8,415.4,418.5,417.7,422.06,25686686,1.08413E+15,264579,6357440,0.2475
15-07-2020,AXISBANK,EQ,417.7,424,444.45,422.75,429,426.65,434.49,43250557,1.87919E+15,335522,9206129,0.2129
16-07-2020,AXISBANK,EQ,426.65,431.95,436.15,418.45,432,434,426.78,30183798,1.28818E+15,234710,4168147,0.1381
17-07-2020,AXISBANK,EQ,434,434,439.9,424.6,434.5,433.1,431.92,33465094,1.44543E+15,263202,8106072,0.2422
20-07-2020,AXISBANK,EQ,433.1,437.7,442.8,429.3,434.55,434,435.38,30400830,1.3236E+15,266406,5802030,0.1909
21-07-2020,AXISBANK,EQ,434,440,451,438.5,445.9,446.2,444.56,43147781,1.91818E+15,575785,11022992,0.2555
22-07-2020,AXISBANK,EQ,446.2,478,484.6,460.1,476,478.95,471.33,89612153,4.22372E+15,680342,18041167,0.2013
23-07-2020,AXISBANK,EQ,478.95,472.95,474.75,459.2,460.9,460.85,465.01,40250274,1.87166E+15,359159,10296393,0.2558
24-07-2020,AXISBANK,EQ,460.85,456.6,456.6,441.55,445.95,445.6,446.76,30567381,1.36562E+15,315058,6083457,0.199
27-07-2020,AXISBANK,EQ,445.6,447,448,429.9,431.9,431.55,434.54,21924614,9.52712E+14,239539,5904126,0.2693
28-07-2020,AXISBANK,EQ,431.55,434,440,424.4,436.15,437.05,432.9,33057789,1.43106E+15,270487,6987902,0.2114
29-07-2020,AXISBANK,EQ,437.05,435.75,447,434.3,441.5,440.9,442.06,24404909,1.07885E+15,200484,3628091,0.1487
30-07-2020,AXISBANK,EQ,440.9,441.9,445.9,424.75,427,425.85,434.47,26862223,1.16709E+15,242199,5952121,0.2216
31-07-2020,AXISBANK,EQ,425.85,429,434.45,421.3,432.9,431.65,428.84,27499643,1.1793E+15,231122,4717737,0.1716
03-08-2020,AXISBANK,EQ,431.65,431.6,431.9,415.7,419,417.35,421.43,23824147,1.00403E+15,238750,5354800,0.2248
04-08-2020,AXISBANK,EQ,417.35,421.85,431.2,417.35,429,429.15,423.84,24748403,1.04894E+15,208124,3755993,0.1518
05-08-2020,AXISBANK,EQ,429.15,439,446.85,433.15,434.2,434.95,440.15,36936666,1.62578E+15,301181,6256624,0.1694
06-08-2020,AXISBANK,EQ,434.95,436,438.3,427.1,433,433,432.71,33465332,1.44808E+15,271115,8891863,0.2657
07-08-2020,AXISBANK,EQ,433,431.45,437,427.15,433.2,433.3,433.75,15570556,6.75378E+14,132147,3114356,0.2
10-08-2020,AXISBANK,EQ,433.3,434,437,429.3,431.8,431.1,433.65,14888275,6.45628E+14,131635,3408596,0.2289
11-08-2020,AXISBANK,EQ,431.1,435.3,449.9,435.3,448,448,443.6,30469680,1.35165E+15,257119,7923757,0.2601
12-08-2020,AXISBANK,EQ,448,444.8,452.75,438.95,450,451.1,447.74,23184443,1.03806E+15,209665,5002474,0.2158
13-08-2020,AXISBANK,EQ,451.1,454.1,456.75,445.35,450,448.1,450.43,21885898,9.85815E+14,176927,7190903,0.3286
14-08-2020,AXISBANK,EQ,448.1,451.5,451.5,425.6,436.3,435.85,437.21,36726464,1.60573E+15,251696,16436112,0.4475
17-08-2020,AXISBANK,EQ,435.85,439.1,441,425.35,440.8,438.15,432.73,30198451,1.30679E+15,226849,11796596,0.3906
18-08-2020,AXISBANK,EQ,438.15,439.5,447.25,435.3,444.65,445.8,441.32,21768573,9.607E+14,193277,6174654,0.2836
19-08-2020,AXISBANK,EQ,445.8,446,451.95,442.45,444.65,444.2,447.79,18133177,8.11989E+14,135566,5651063,0.3116
20-08-2020,AXISBANK,EQ,444.2,437.9,441.3,433.25,434.6,434.95,436.79,16689591,7.28988E+14,210251,5349666,0.3205
21-08-2020,AXISBANK,EQ,434.95,440,444.85,436.25,442.2,440.45,440.01,25088216,1.10391E+15,144736,10068085,0.4013
24-08-2020,AXISBANK,EQ,440.45,444,449.45,442.3,446.3,445.8,445.6,18197925,8.10904E+14,146775,5787164,0.318
25-08-2020,AXISBANK,EQ,445.8,450.95,456.4,447.1,451.6,451.8,452.52,26273650,1.18893E+15,196615,6549165,0.2493
26-08-2020,AXISBANK,EQ,451.8,452,464.8,449,463.1,463.35,459.77,25914927,1.1915E+15,206567,7585667,0.2927
27-08-2020,AXISBANK,EQ,463.35,464,474.5,464,473.5,473.05,471.25,19544322,9.21017E+14,218985,7204324,0.3686
28-08-2020,AXISBANK,EQ,473.05,476.45,513,476.05,509.65,509.2,501.9,59180165,2.97024E+15,460631,11308218,0.1911
31-08-2020,AXISBANK,EQ,509.2,524.45,533.85,486.3,492.85,496.75,505.25,55830575,2.82082E+15,382827,17092498,0.3061
01-09-2020,AXISBANK,EQ,496.75,495.05,503.4,479.65,487,485.7,489.17,33276900,1.62779E+15,266376,7100311,0.2134
02-09-2020,AXISBANK,EQ,485.7,487,487.95,472.1,484.5,484.4,479.75,20750735,9.95516E+14,243664,3972028,0.1914
03-09-2020,AXISBANK,EQ,484.4,488.4,489.95,473.1,476.55,474.95,479,14046055,6.72811E+14,169199,3840374,0.2734
04-09-2020,AXISBANK,EQ,474.95,469,472.95,452.6,457.05,455.2,462.23,29405504,1.35921E+15,260076,9596829,0.3264
07-09-2020,AXISBANK,EQ,455.2,457,467.15,450.65,459.9,458.7,459.34,25967554,1.19279E+15,238470,3831228,0.1475
08-09-2020,AXISBANK,EQ,458.7,459.8,462.4,441.25,442.35,444.35,453.64,21052764,9.55039E+14,202634,3859959,0.1833
09-09-2020,AXISBANK,EQ,444.35,439.9,443.35,425,432.2,431.25,431.55,31660156,1.3663E+15,275081,10455072,0.3302
10-09-2020,AXISBANK,EQ,431.25,436.45,448.7,430.75,447,446.85,440.6,34435022,1.51719E+15,296659,7853298,0.2281
11-09-2020,AXISBANK,EQ,446.85,446,449.85,439.25,448.5,447.2,444.77,18620876,8.28197E+14,212067,2583463,0.1387
14-09-2020,AXISBANK,EQ,447.2,452,455,438,439.15,440.55,447.55,17624795,7.88792E+14,166721,3151791,0.1788
15-09-2020,AXISBANK,EQ,440.55,441.05,451.9,435.9,450.85,449.55,443.35,17328832,7.68272E+14,158498,2286796,0.132
16-09-2020,AXISBANK,EQ,449.55,449.55,450.6,440,444.95,446,444.56,20019657,8.90002E+14,152052,4176362,0.2086
17-09-2020,AXISBANK,EQ,446,440.95,446.45,438.5,442,442.9,442.81,14306532,6.33507E+14,123741,2705723,0.1891
18-09-2020,AXISBANK,EQ,442.9,444.55,449.3,436.05,445.55,443.35,444.16,20809700,9.24275E+14,166681,6098941,0.2931
21-09-2020,AXISBANK,EQ,443.35,443,444,420.55,422.3,423.35,431.74,19014199,8.20911E+14,214135,3350695,0.1762
22-09-2020,AXISBANK,EQ,423.35,424,426.65,406.3,412.75,412,416.85,27558211,1.14878E+15,270084,6222525,0.2258
23-09-2020,AXISBANK,EQ,412,418.1,422.9,406.1,422,419.75,414.41,18613053,7.71338E+14,171453,2803157,0.1506
24-09-2020,AXISBANK,EQ,419.75,414,414.3,401.15,403.75,402.45,407.29,21177325,8.62529E+14,210451,6001295,0.2834
25-09-2020,AXISBANK,EQ,402.45,407.5,416.7,400.15,413.25,415.05,408.38,20460158,8.35553E+14,189262,4352476,0.2127
28-09-2020,AXISBANK,EQ,415.05,420,440.6,418.05,438.05,439.25,431.97,19389041,8.37544E+14,182384,4330611,0.2234
29-09-2020,AXISBANK,EQ,439.25,442.4,443.3,424.8,427,426.85,430.53,19998529,8.60996E+14,190293,3527894,0.1764
30-09-2020,AXISBANK,EQ,426.85,427,428.1,418.75,423.85,424.65,422.61,18485383,7.81214E+14,164178,2887189,0.1562
01-10-2020,AXISBANK,EQ,424.65,430.2,445.3,427.4,442.05,443.7,439.6,21083336,9.26814E+14,182058,3954141,0.1875
05-10-2020,AXISBANK,EQ,443.7,444.05,456.45,439.05,444,444.15,448.07,24252479,1.08668E+15,218436,4776953,0.197
06-10-2020,AXISBANK,EQ,444.15,449.5,452.7,442.7,449.65,449.65,447.43,19387356,8.6745E+14,173978,5637866,0.2908
07-10-2020,AXISBANK,EQ,449.65,447,455.95,443.5,452.6,453.1,451.74,19873845,8.97775E+14,169362,4513811,0.2271
08-10-2020,AXISBANK,EQ,453.1,455.55,461.65,447.25,452.5,451.9,456.72,20909290,9.5497E+14,188624,6513420,0.3115
09-10-2020,AXISBANK,EQ,451.9,453.3,469.8,450.15,468.8,468.05,462.32,28049405,1.29677E+15,250241,6511214,0.2321
12-10-2020,AXISBANK,EQ,468.05,473.5,480,462.3,466.85,468,470.26,21261504,9.99853E+14,166253,3145050,0.1479
13-10-2020,AXISBANK,EQ,468,465.9,473,459.75,460.05,461.35,465.91,15582653,7.26014E+14,149902,3050179,0.1957
14-10-2020,AXISBANK,EQ,461.35,458,474.65,454,472,471.3,462.92,13984719,6.47374E+14,150387,3033864,0.2169
15-10-2020,AXISBANK,EQ,471.3,473.4,481.95,460,460.2,462.6,473.66,28987003,1.37301E+15,238006,7994171,0.2758
16-10-2020,AXISBANK,EQ,462.6,465.15,475.5,463,471.15,472.4,469.99,16288158,7.65523E+14,136285,2653078,0.1629
19-10-2020,AXISBANK,EQ,472.4,477.05,495.9,476.25,492.25,492.95,489.57,28131975,1.37725E+15,364123,7479068,0.2659
20-10-2020,AXISBANK,EQ,492.95,485.85,498.65,485.1,492.95,493.95,493.05,21376085,1.05395E+15,213759,5930844,0.2775
21-10-2020,AXISBANK,EQ,493.95,496.9,507.5,486.6,503.15,501.45,499.2,27029707,1.34933E+15,326224,7084761,0.2621
22-10-2020,AXISBANK,EQ,501.45,496,513,495.65,510.05,510.3,505.36,30022348,1.51721E+15,302520,10155909,0.3383
23-10-2020,AXISBANK,EQ,510.3,513.9,515.5,504.5,507.15,507.2,508.16,18810270,9.55858E+14,202407,6149959,0.3269
26-10-2020,AXISBANK,EQ,507.2,508.25,509.85,490.9,493,493.35,499.08,17446977,8.70749E+14,208485,5346359,0.3064
27-10-2020,AXISBANK,EQ,493.35,494,512.25,482.65,507.2,508.1,498.6,24240216,1.20861E+15,269627,5108604,0.2107
28-10-2020,AXISBANK,EQ,508.1,510.8,517.5,493.5,505.9,504.7,505.24,30343675,1.53308E+15,302161,5495885,0.1811
29-10-2020,AXISBANK,EQ,504.7,506,516.35,489.35,493.25,493.85,502.05,50934761,2.55718E+15,462493,9848592,0.1934
30-10-2020,AXISBANK,EQ,493.85,495,501.55,481.6,491,492.5,492.29,23142307,1.13927E+15,206565,3327194,0.1438
02-11-2020,AXISBANK,EQ,492.5,496.85,531.7,495.1,521.9,522.65,512.23,37597227,1.92585E+15,351710,11535022,0.3068
03-11-2020,AXISBANK,EQ,522.65,525,537,524,533,534.15,531.65,25991938,1.38186E+15,257060,8491352,0.3267
04-11-2020,AXISBANK,EQ,534.15,525.1,533.85,511,520.05,525.15,521.8,28905623,1.50829E+15,274440,7565911,0.2617
05-11-2020,AXISBANK,EQ,525.15,534.9,542.5,527.55,537.75,539.3,535.51,23728389,1.27067E+15,222602,9134812,0.385
06-11-2020,AXISBANK,EQ,539.3,538.75,546,531.2,540,541.75,539.39,22256961,1.20051E+15,237515,6294781,0.2828
09-11-2020,AXISBANK,EQ,541.75,550,568,548.25,568,565.05,557.23,26041462,1.45111E+15,254516,8028827,0.3083
10-11-2020,AXISBANK,EQ,565.05,572,588,568.25,582.4,583.6,579.5,34935409,2.02452E+15,367971,11715211,0.3353
11-11-2020,AXISBANK,EQ,583.6,579.85,611.15,576.4,606.65,608.65,595.88,50289937,2.99668E+15,474664,15064600,0.2996
12-11-2020,AXISBANK,EQ,608.65,601.95,610.45,588.8,598.1,599.7,598.57,34244439,2.04977E+15,291834,11664561,0.3406
13-11-2020,AXISBANK,EQ,599.7,595,612.35,584.3,610.3,610.35,599.24,28813262,1.72661E+15,285199,7046475,0.2446
14-11-2020,AXISBANK,EQ,610.35,613.95,618,605.55,607.9,613.15,615.12,3211214,1.97528E+14,41992,467845,0.1457
17-11-2020,AXISBANK,EQ,613.15,613.15,630.9,609,629,628.8,619.15,25960060,1.60732E+15,281195,8682059,0.3344
18-11-2020,AXISBANK,EQ,628.8,625,640,622.05,634.15,636.3,632.25,24928180,1.57608E+15,279004,7964662,0.3195
19-11-2020,AXISBANK,EQ,636.3,619,633,609.05,610.05,611.5,623.46,26525371,1.65376E+15,239497,7936333,0.2992
20-11-2020,AXISBANK,EQ,611.5,615,616.5,592,604.45,607.85,604.68,29556191,1.78722E+15,276217,4036760,0.1366
23-11-2020,AXISBANK,EQ,607.85,610.95,612.6,592.7,596.95,595.6,601.27,23728765,1.42674E+15,282449,6319602,0.2663
24-11-2020,AXISBANK,EQ,595.6,603,622.6,600.55,619,619.65,612.87,30742369,1.88412E+15,375786,9971416,0.3244
25-11-2020,AXISBANK,EQ,619.65,625,630,596,598.35,599.85,613.56,35115637,2.15456E+15,345527,9454641,0.2692
26-11-2020,AXISBANK,EQ,599.85,602.25,618.2,594.05,611.5,612.55,608.19,35476456,2.15765E+15,323021,7986804,0.2251
27-11-2020,AXISBANK,EQ,612.55,612,613.65,598.75,605.1,601.6,605.39,29921076,1.81138E+15,222217,14229087,0.4756
01-12-2020,AXISBANK,EQ,601.6,611,615,596.2,603.85,603.65,602.41,21285697,1.28228E+15,207151,8146207,0.3827
02-12-2020,AXISBANK,EQ,603.65,607,613.5,601.25,608.85,608.1,606.87,19070722,1.15734E+15,174255,5911134,0.31
03-12-2020,AXISBANK,EQ,608.1,610.15,611,600.35,602.85,602.7,605.26,17746316,1.07412E+15,171570,4843997,0.273
04-12-2020,AXISBANK,EQ,602.7,606.6,616.45,603.2,616,614.5,610.34,20019707,1.22188E+15,202166,7547179,0.377
07-12-2020,AXISBANK,EQ,614.5,616.95,624.4,612.45,615,619.25,618.16,24658169,1.52427E+15,243133,8912413,0.3614
08-12-2020,AXISBANK,EQ,619.25,619.1,623.85,611.6,620.05,620.65,619.68,16005349,9.91816E+14,187826,4649326,0.2905
09-12-2020,AXISBANK,EQ,620.65,619.15,636.7,619,632.7,634.2,629.27,22000284,1.38441E+15,280377,8447558,0.384
10-12-2020,AXISBANK,EQ,634.2,624.5,632.45,620.35,625.9,627.05,626.99,16126862,1.01113E+15,191871,5887252,0.3651
11-12-2020,AXISBANK,EQ,627.05,626.35,631.65,608.35,612.4,613.25,619.75,17950692,1.11249E+15,202477,3968964,0.2211
14-12-2020,AXISBANK,EQ,613.25,616,623.8,612.4,616,615.9,618.06,14567480,9.00353E+14,166555,4725895,0.3244
15-12-2020,AXISBANK,EQ,615.9,615.75,615.75,602.3,606.9,607.1,606.63,22311290,1.35348E+15,249122,6489279,0.2909
16-12-2020,AXISBANK,EQ,607.1,613.55,614.9,604.8,605.75,606.1,609.19,14860853,9.05315E+14,148177,5079344,0.3418
17-12-2020,AXISBANK,EQ,606.1,607.25,611,603.2,606,605.4,606.34,14598759,8.85178E+14,158866,6115570,0.4189
18-12-2020,AXISBANK,EQ,605.4,604.4,611,596.5,608.6,609.5,604.52,17301814,1.04593E+15,179046,4457590,0.2576
21-12-2020,AXISBANK,EQ,609.5,605.25,607.25,573.4,578.55,582.5,593.94,18580262,1.10356E+15,233959,4724586,0.2543
22-12-2020,AXISBANK,EQ,582.5,585,593.95,568.4,593,589.75,580.38,19896386,1.15475E+15,239811,5691636,0.2861
23-12-2020,AXISBANK,EQ,589.75,589,594.5,584.3,594,592.45,590.6,12247401,7.23328E+14,152748,4504416,0.3678
24-12-2020,AXISBANK,EQ,592.45,595,614,594.15,609.25,610.2,608.39,15488083,9.42277E+14,176525,3419704,0.2208
28-12-2020,AXISBANK,EQ,610.2,614,620.8,614,617.25,617.65,618.16,8444506,5.22002E+14,113588,2177035,0.2578
29-12-2020,AXISBANK,EQ,617.65,620.7,632.4,618.6,630.4,630.2,627.14,13765454,8.63292E+14,164055,3717138,0.27
30-12-2020,AXISBANK,EQ,630.2,632.25,634,618.2,623.6,625.1,624.41,10262221,6.40781E+14,123098,2239876,0.2183
31-12-2020,AXISBANK,EQ,625.1,622.4,625.95,616,619,620.45,620.51,12306502,7.63626E+14,135320,3900705,0.317
01-01-2021,AXISBANK,EQ,620.45,620.25,625.45,617.55,623.4,623.8,622.15,6047062,3.7622E+14,84795,1473702,0.2437
04-01-2021,AXISBANK,EQ,623.8,627.8,633,621.3,625.75,624.7,626.37,14068156,8.8118E+14,140952,4978865,0.3539
05-01-2021,AXISBANK,EQ,624.7,618,667.9,618,664.15,664.45,649.82,37973963,2.46764E+15,393175,7508705,0.1977
06-01-2021,AXISBANK,EQ,664.45,662,667.15,649.15,651.55,654.25,659.35,20829645,1.37339E+15,232735,6664514,0.32
07-01-2021,AXISBANK,EQ,654.25,659,676.5,659,670.1,671.1,668.78,17887570,1.19629E+15,203566,3830175,0.2141
08-01-2021,AXISBANK,EQ,671.1,678,678.85,668.5,672.95,672.7,673.19,12272794,8.2619E+14,136289,5669577,0.462
11-01-2021,AXISBANK,EQ,672.7,676,676.65,660.15,666.9,666.95,665.41,7928365,5.27557E+14,103383,2038371,0.2571
12-01-2021,AXISBANK,EQ,666.95,661.3,685,659.25,674.9,675.7,673.93,13301893,8.96452E+14,189900,3735145,0.2808
13-01-2021,AXISBANK,EQ,675.7,676,691.2,669.05,686.05,687.8,682.48,15645903,1.06781E+15,202987,4948904,0.3163
14-01-2021,AXISBANK,EQ,687.8,678.5,687.8,674.65,676.5,676,680.9,9337503,6.35791E+14,184285,2905765,0.3112
15-01-2021,AXISBANK,EQ,676,677.6,682.95,669.6,674.75,674.85,675.83,12339771,8.33954E+14,160977,3805737,0.3084
18-01-2021,AXISBANK,EQ,674.85,674.45,675,651.15,652,657,665.06,13460603,8.95208E+14,171985,4677641,0.3475
19-01-2021,AXISBANK,EQ,657,663.55,671.95,659.75,670.5,668.75,667.4,9010539,6.01361E+14,129722,3752374,0.4164
20-01-2021,AXISBANK,EQ,668.75,664,680.95,664,673.7,675.75,675.49,9980614,6.74176E+14,123196,3971012,0.3979
21-01-2021,AXISBANK,EQ,675.75,680.75,695,669.75,678,675.85,686.3,15849438,1.08774E+15,239767,5214484,0.329
22-01-2021,AXISBANK,EQ,675.85,670,673.9,638.8,645.55,644.5,650.47,21392223,1.39151E+15,312423,8001295,0.374
25-01-2021,AXISBANK,EQ,644.5,654,668,639.35,658,658.4,659.39,21325345,1.40617E+15,236342,7472590,0.3504
27-01-2021,AXISBANK,EQ,658.4,659.95,663.8,627.4,633.55,632.1,641.63,24462588,1.56959E+15,374828,9563705,0.391
28-01-2021,AXISBANK,EQ,632.1,622,674.7,616,667.1,670.7,651.91,64303975,4.19207E+15,573501,18643969,0.2899
29-01-2021,AXISBANK,EQ,670.7,671,675.85,653,666.45,662.9,663.09,31273252,2.0737E+15,350863,11654415,0.3727
01-02-2021,AXISBANK,EQ,662.9,665,717,654.35,714,709.35,686.12,30648270,2.10283E+15,420444,10100954,0.3296
02-02-2021,AXISBANK,EQ,709.35,719.25,744.95,704.2,718.5,714.2,722.7,28703320,2.07438E+15,336082,8276420,0.2883
03-02-2021,AXISBANK,EQ,714.2,720,736.8,715.55,731.3,733.8,729.55,23541361,1.71746E+15,367908,10647564,0.4523
04-02-2021,AXISBANK,EQ,733.8,730,745.5,720.6,743.6,743.9,734.67,20490289,1.50535E+15,451426,7809178,0.3811
05-02-2021,AXISBANK,EQ,743.9,749,766.3,717,722.65,719.6,741.96,31121503,2.30911E+15,381780,8725102,0.2804
08-02-2021,AXISBANK,EQ,719.6,726,747.8,726,735.75,736.15,739.35,15662890,1.15803E+15,279438,4963408,0.3169
09-02-2021,AXISBANK,EQ,736.15,735.75,750,726.2,740,742.5,740.18,22307807,1.65119E+15,214724,10969040,0.4917
10-02-2021,AXISBANK,EQ,742.5,741.55,746.4,726.1,737,734.8,733.3,15140744,1.11027E+15,218238,6113880,0.4038
11-02-2021,AXISBANK,EQ,734.8,731,744.15,731,740.55,740.1,738.91,11897710,8.79131E+14,179789,4355727,0.3661
12-02-2021,AXISBANK,EQ,740.1,735.5,754.7,734.55,749.9,750.4,746.92,15668442,1.17031E+15,208754,4884471,0.3117
15-02-2021,AXISBANK,EQ,750.4,759.9,799,753.9,797,794,777.14,20648115,1.60465E+15,305990,5300873,0.2567
16-02-2021,AXISBANK,EQ,794,799,799,767,776.55,775.05,779.33,23968943,1.86796E+15,469034,10646124,0.4442
17-02-2021,AXISBANK,EQ,775.05,774,785,764.3,775.5,777.75,776.04,16956357,1.31589E+15,213111,4743230,0.2797
18-02-2021,AXISBANK,EQ,777.75,775,782,764,775.9,777,774.1,19685663,1.52386E+15,213912,9489649,0.4821
19-02-2021,AXISBANK,EQ,777,772.9,777.2,741.35,750.6,749.65,761.1,15634787,1.18996E+15,237598,5213024,0.3334
22-02-2021,AXISBANK,EQ,749.65,749.65,749.85,715,720.5,719.45,729.24,18123202,1.32162E+15,246940,7319651,0.4039
